Format Version,1.23,Take Name,Take 2019-05-30 01.08.46 PM_001,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2019-05-30 01.17.24.067 PM,Total Frames in Take,25912,Total Exported Frames,25912,Rotation Type,Quaternion,Length Units,Centimeters,Coordinate Space,Local

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody,RigidBody
,ID,"40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7","40280E82E311E995299424601851A7"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z
12751,106.258333,-0.184903,-0.736122,0.325779,-0.563741,13.597051,16.646660,499.717224
12752,106.266667,-0.175060,-0.727627,0.332958,-0.573631,13.693066,16.434025,499.858856
12753,106.275000,-0.175832,-0.722642,0.333455,-0.579379,13.726577,16.460165,499.932861
12754,106.283333,-0.186056,-0.711870,0.340984,-0.585111,13.799427,16.457649,500.139526
12755,106.291667,-0.184621,-0.705625,0.344278,-0.591169,13.857463,16.455685,500.316620
12756,106.300000,-0.180969,-0.691524,0.360547,-0.599209,13.900831,16.212631,500.637482
12757,106.308333,-0.177230,-0.687220,0.357938,-0.606794,13.927386,16.137556,500.885284
12758,106.316667,-0.181059,-0.671812,0.371263,-0.614858,13.987154,16.053387,501.241119
12759,106.325000,-0.177163,-0.660554,0.376605,-0.624860,13.909575,15.875934,501.508514
12760,106.333333,-0.177752,-0.650514,0.376819,-0.635015,13.888563,15.897521,501.879700
12761,106.341667,-0.184781,-0.641118,0.376631,-0.642629,13.814932,15.990266,502.295593
12762,106.350000,-0.187142,-0.639278,0.369478,-0.647910,13.619722,16.140795,502.707520
12763,106.358333,-0.179915,-0.631469,0.364769,-0.660168,13.434432,16.241688,503.277924
12764,106.366667,-0.194204,-0.618029,0.367772,-0.667135,13.190724,16.511150,503.898560
12765,106.375000,-0.198873,-0.600511,0.365788,-0.682668,12.907478,16.725788,504.670288
12766,106.383333,-0.194934,-0.587981,0.369234,-0.692781,12.425116,16.783037,505.510986
12767,106.391667,-0.192287,-0.576801,0.363495,-0.705831,11.900229,17.070433,506.321777
12768,106.400000,-0.192844,-0.568358,0.340334,-0.723846,11.398015,17.538391,507.212250
12769,106.408333,-0.192302,-0.555829,0.336066,-0.735618,10.781345,17.844252,508.202362
12770,106.416667,-0.210289,-0.534414,0.328732,-0.749743,10.221435,18.187023,509.198944
12771,106.425000,-0.190262,-0.528174,0.316217,-0.764748,9.360294,18.363667,510.257721
12772,106.433333,-0.202998,-0.503006,0.293863,-0.787033,8.659348,18.531858,511.300568
12773,106.441667,-0.216841,-0.482641,0.300540,-0.793545,8.003045,18.951056,512.383423
12774,106.450000,-0.221213,-0.464739,0.286569,-0.808060,7.176296,19.218018,513.515564
12775,106.458333,-0.201481,-0.453144,0.270075,-0.825303,6.266849,19.391331,514.389160
12776,106.466667,-0.204581,-0.429967,0.251500,-0.842628,5.313098,19.376980,515.366821
12777,106.475000,-0.206827,-0.417747,0.256031,-0.846852,4.434241,19.556019,516.305603
12778,106.483333,-0.211884,-0.401792,0.227744,-0.861279,3.699672,19.789938,517.213135
12779,106.491667,-0.201714,-0.391397,0.232754,-0.867148,2.817762,19.525864,517.899780
12780,106.500000,-0.198702,-0.396821,0.213101,-0.870424,2.008604,19.674648,518.366760
12781,106.508333,-0.202027,-0.388798,0.209296,-0.874195,1.271205,19.511831,518.990295
12782,106.516667,-0.200166,-0.382095,0.201793,-0.879327,0.629508,19.379551,519.588562
12783,106.525000,-0.210515,-0.370328,0.202804,-0.881709,0.136955,19.188726,520.227417
12784,106.533333,-0.203148,-0.363354,0.194939,-0.888090,-0.215349,19.049040,520.750732
12785,106.541667,-0.215043,-0.348325,0.200099,-0.890161,-0.532480,18.800217,521.419067
12786,106.550000,-0.219012,-0.342821,0.195472,-0.892356,-0.777841,18.703703,521.912354
12787,106.558333,-0.224829,-0.337511,0.190309,-0.894047,-0.951352,18.518139,522.409424
12788,106.566667,-0.239318,-0.326779,0.204379,-0.891163,-1.089043,18.158720,522.955627
12789,106.575000,-0.236018,-0.328546,0.194776,-0.893541,-1.048812,18.010796,523.441467
12790,106.583333,-0.232925,-0.323247,0.202602,-0.894545,-1.065953,17.752365,524.048157
12791,106.591667,-0.245784,-0.329552,0.201089,-0.889128,-1.029712,17.532364,524.358093
12792,106.600000,-0.252142,-0.328627,0.212042,-0.885136,-1.143302,17.180412,524.629761
12793,106.608333,-0.251847,-0.324936,0.212618,-0.886444,-1.147838,17.057823,525.043030
12794,106.616667,-0.260049,-0.321980,0.211368,-0.885453,-1.380915,16.847134,525.216125
12795,106.625000,-0.247035,-0.318021,0.200044,-0.893207,-1.607588,16.776119,525.414917
12796,106.633333,-0.266804,-0.300557,0.207540,-0.891857,-2.002240,16.663370,525.782471
12797,106.641667,-0.261066,-0.285466,0.209848,-0.897952,-2.472421,16.566406,526.084412
12798,106.650000,-0.248107,-0.277886,0.195479,-0.907199,-2.974198,16.691980,526.330322
12799,106.658333,-0.246946,-0.266290,0.197617,-0.910524,-3.569222,16.804630,526.692871
12800,106.666667,-0.234739,-0.262573,0.193397,-0.915724,-4.192158,16.991112,526.979614
12801,106.675000,-0.231481,-0.257488,0.186781,-0.919364,-4.937047,17.143078,527.325623
12802,106.683333,-0.222582,-0.253354,0.177390,-0.924555,-5.663375,17.412823,527.621704
12803,106.691667,-0.222587,-0.240867,0.174297,-0.928471,-6.429307,17.620245,527.961914
12804,106.700000,-0.221278,-0.228483,0.161918,-0.934138,-7.321738,17.884243,528.297363
12805,106.708333,-0.224537,-0.208265,0.163846,-0.937744,-8.259426,18.079372,528.636597
12806,106.716667,-0.212424,-0.198394,0.141305,-0.946334,-9.275179,18.532320,528.797668
12807,106.725000,-0.206892,-0.178545,0.131667,-0.952881,-10.397709,18.831839,529.009644
12808,106.733333,-0.198111,-0.159180,0.121526,-0.959503,-11.523530,19.070366,529.184509
12809,106.741667,-0.190585,-0.143772,0.108580,-0.964996,-12.644289,19.283911,529.339905
12810,106.750000,-0.190302,-0.128464,0.106193,-0.967474,-13.799082,19.418678,529.431335
12811,106.758333,-0.192787,-0.116211,0.107863,-0.968346,-14.884842,19.577755,529.556274
12812,106.766667,-0.180588,-0.109603,0.093534,-0.972947,-15.786179,19.774223,529.536316
12813,106.775000,-0.165919,-0.110385,0.077833,-0.976846,-16.468678,20.303852,529.498474
12814,106.783333,-0.157032,-0.109035,0.074867,-0.978697,-17.111357,20.481440,529.384338
12815,106.791667,-0.152202,-0.104777,0.071486,-0.980177,-17.608122,20.771906,529.292664
12816,106.800000,-0.153912,-0.091614,0.080764,-0.980508,-17.967892,20.967348,529.224426
12817,106.808333,-0.150469,-0.082381,0.082007,-0.981757,-18.174347,21.231287,529.015076
12818,106.816667,-0.134270,-0.075069,0.081265,-0.984750,-18.227900,21.592594,528.688843
12819,106.825000,-0.129023,-0.063245,0.090011,-0.985521,-18.308329,21.910984,528.349854
12820,106.833333,-0.130737,-0.056400,0.095178,-0.985225,-18.114883,22.235340,528.067017
12821,106.841667,-0.123252,-0.057529,0.097312,-0.985916,-17.927153,22.497458,527.796814
12822,106.850000,-0.111414,-0.059481,0.099594,-0.986980,-17.808487,22.800570,527.491455
12823,106.858333,-0.115508,-0.054973,0.106886,-0.986008,-17.565319,23.142742,527.310730
12824,106.866667,-0.108071,-0.052954,0.112232,-0.986367,-17.402042,23.498520,527.048950
12825,106.875000,-0.109870,-0.048909,0.120694,-0.985378,-17.293304,23.718678,526.879700
12826,106.883333,-0.100417,-0.052090,0.114937,-0.986911,-17.158457,24.058270,526.487915
12827,106.891667,-0.097412,-0.052716,0.116592,-0.986984,-17.111023,24.352541,526.110535
12828,106.900000,-0.084262,-0.059857,0.112535,-0.988258,-17.111206,24.673470,525.530884
12829,106.908333,-0.075282,-0.061977,0.119218,-0.988068,-17.156176,24.831051,524.910034
12830,106.916667,-0.071559,-0.060438,0.113104,-0.989158,-16.969034,25.247955,524.334473
12831,106.925000,-0.050003,-0.066235,0.113892,-0.990021,-16.886898,25.452063,523.461792
12832,106.933333,-0.033539,-0.070789,0.107149,-0.991152,-16.721205,25.740715,522.549500
12833,106.941667,-0.009818,-0.057923,0.120835,-0.990933,-16.468105,25.739145,521.873535
12834,106.950000,0.003065,-0.055168,0.123709,-0.990779,-16.196390,25.947369,521.079407
12835,106.958333,0.022936,-0.055487,0.127047,-0.990078,-15.810617,26.094353,520.282654
12836,106.966667,0.028303,-0.050688,0.128925,-0.989954,-15.495237,26.305946,519.554443
12837,106.975000,0.047294,-0.048781,0.139735,-0.987855,-15.052313,26.325535,518.838074
12838,106.983333,0.057460,-0.042597,0.153141,-0.985612,-14.681726,26.308273,518.189209
12839,106.991667,0.074248,-0.038160,0.164705,-0.982804,-14.317095,26.272371,517.604614
12840,107.000000,0.088159,-0.035161,0.170792,-0.980725,-13.943401,26.320644,516.971741
12841,107.008333,0.105102,-0.025656,0.171948,-0.979147,-13.568793,26.370481,516.362122
12842,107.016667,0.117224,-0.013175,0.178375,-0.976866,-13.296721,26.365238,515.740845
12843,107.025000,0.129669,0.003081,0.182559,-0.974602,-13.025152,26.349106,515.154968
12844,107.033333,0.146751,0.019122,0.181813,-0.972133,-12.788842,26.413113,514.547180
12845,107.041667,0.158651,0.037268,0.193388,-0.967493,-12.683370,26.290613,513.968018
12846,107.050000,0.165286,0.058381,0.196975,-0.964610,-12.590499,26.318705,513.422363
12847,107.058333,0.182789,0.061006,0.199192,-0.960827,-12.406724,26.311594,512.779785
12848,107.066667,0.196712,0.066295,0.201207,-0.957301,-12.336483,26.303169,512.229736
12849,107.075000,0.206799,0.072230,0.203577,-0.954240,-12.325843,26.359013,511.755310
12850,107.083333,0.210514,0.076284,0.203943,-0.953033,-12.343580,26.469418,511.313385
12851,107.091667,0.215588,0.084910,0.201833,-0.951617,-12.426332,26.651360,511.015411
12852,107.100000,0.216712,0.099136,0.205219,-0.949259,-12.512395,26.861876,510.781616
12853,107.108333,0.217589,0.108512,0.197044,-0.949765,-12.607672,27.094906,510.527893
12854,107.116667,0.218513,0.123048,0.195292,-0.948142,-12.725437,27.264339,510.358673
12855,107.125000,0.222175,0.130912,0.191733,-0.946963,-12.826875,27.397585,510.218872
12856,107.133333,0.224185,0.138311,0.193293,-0.945118,-12.937945,27.476236,510.118469
12857,107.141667,0.229812,0.145689,0.197460,-0.941791,-13.070771,27.533636,510.108612
12858,107.150000,0.229362,0.150388,0.194128,-0.941855,-13.253880,27.515448,510.115631
12859,107.158333,0.226075,0.157124,0.196784,-0.940999,-13.439359,27.468025,510.155243
12860,107.166667,0.235544,0.154187,0.202388,-0.937968,-13.605501,27.444693,510.166687
12861,107.175000,0.233641,0.152640,0.202454,-0.938683,-13.885768,27.395248,510.232697
12862,107.183333,0.232891,0.145938,0.199000,-0.940672,-14.169293,27.409672,510.324951
12863,107.191667,0.232782,0.141870,0.202877,-0.940493,-14.548260,27.502045,510.437347
12864,107.200000,0.225934,0.136310,0.200501,-0.943490,-14.940831,27.545198,510.543762
12865,107.208333,0.221924,0.132474,0.190660,-0.947021,-15.370308,27.700064,510.683044
12866,107.216667,0.220316,0.129012,0.187238,-0.948556,-15.882180,27.795044,510.856445
12867,107.225000,0.219121,0.121500,0.176021,-0.951967,-16.373287,27.950768,511.025513
12868,107.233333,0.213709,0.119205,0.175727,-0.953540,-17.051508,28.008253,511.210388
12869,107.241667,0.213538,0.107539,0.162465,-0.957310,-17.621323,28.156590,511.353241
12870,107.250000,0.211389,0.100892,0.161859,-0.958612,-18.287361,28.176409,511.515869
12871,107.258333,0.211817,0.092985,0.152783,-0.960804,-18.920630,28.150726,511.609314
12872,107.266667,0.214979,0.085332,0.147814,-0.961589,-19.436140,28.056541,511.603790
12873,107.275000,0.220395,0.081276,0.138395,-0.962116,-19.825857,27.877876,511.560577
12874,107.283333,0.224544,0.082874,0.140401,-0.960729,-20.215052,27.634781,511.511749
12875,107.291667,0.225958,0.084892,0.133603,-0.961190,-20.451881,27.486185,511.474121
12876,107.300000,0.231900,0.080880,0.127444,-0.960957,-20.606163,27.454838,511.474518
12877,107.308333,0.229452,0.084869,0.125724,-0.961428,-20.801672,27.426697,511.656128
12878,107.316667,0.224924,0.090601,0.129466,-0.961478,-21.004179,27.456722,511.934387
12879,107.325000,0.218701,0.091556,0.127335,-0.963106,-21.125135,27.534735,512.185974
12880,107.333333,0.209156,0.091885,0.121170,-0.965986,-21.080299,27.679241,512.441589
12881,107.341667,0.210372,0.086901,0.122870,-0.965968,-20.943419,27.777239,512.654968
12882,107.350000,0.217524,0.088680,0.133782,-0.962767,-20.857725,27.763132,512.884338
12883,107.358333,0.214929,0.089969,0.139818,-0.962373,-20.679749,27.795427,512.989136
12884,107.366667,0.211473,0.091239,0.147163,-0.961924,-20.388161,27.772617,513.060913
12885,107.375000,0.213942,0.091850,0.156109,-0.959907,-20.139065,27.764299,513.121094
12886,107.383333,0.212750,0.093372,0.159344,-0.959494,-19.947504,27.785280,513.167786
12887,107.391667,0.216043,0.095212,0.164727,-0.957666,-19.731544,27.817854,513.262634
12888,107.400000,0.218380,0.095733,0.170031,-0.956156,-19.584257,27.893734,513.357910
12889,107.408333,0.216590,0.093884,0.168244,-0.957062,-19.495396,27.980888,513.424133
12890,107.416667,0.216981,0.096293,0.173940,-0.955715,-19.539640,28.035418,513.589355
12891,107.425000,0.215992,0.094620,0.174553,-0.955995,-19.582848,28.125000,513.691040
12892,107.433333,0.215825,0.090110,0.170439,-0.957210,-19.633097,28.220951,513.750732
12893,107.441667,0.214447,0.089244,0.169692,-0.957733,-19.726624,28.282150,513.845520
12894,107.450000,0.216053,0.089826,0.173727,-0.956594,-19.857853,28.310848,513.959717
12895,107.458333,0.217515,0.088234,0.172190,-0.956689,-19.924376,28.323269,513.990845
12896,107.466667,0.220165,0.087210,0.171728,-0.956259,-20.001173,28.310236,513.922485
12897,107.475000,0.225563,0.088832,0.175569,-0.954152,-20.016474,28.252750,513.829529
12898,107.483333,0.232193,0.090872,0.177878,-0.951939,-20.044420,28.171036,513.701538
12899,107.491667,0.238172,0.094781,0.179863,-0.949705,-20.091410,28.077826,513.554077
12900,107.500000,0.244749,0.097346,0.179579,-0.947826,-20.135159,28.031708,513.386108
12901,107.508333,0.250303,0.099988,0.178833,-0.946240,-20.210003,28.014660,513.226196
12902,107.516667,0.253007,0.101414,0.174878,-0.946108,-20.280561,28.061644,513.086060
12903,107.525000,0.254641,0.101150,0.168164,-0.946915,-20.444035,28.090010,512.993652
12904,107.533333,0.259238,0.103948,0.174242,-0.944262,-20.662537,28.190687,512.959290
12905,107.541667,0.260107,0.103081,0.171963,-0.944536,-20.839378,28.335899,512.939331
12906,107.550000,0.259987,0.100533,0.170106,-0.945179,-21.011280,28.497330,512.953857
12907,107.558333,0.260707,0.096162,0.162391,-0.946792,-21.124914,28.704952,512.971802
12908,107.566667,0.259234,0.096665,0.160850,-0.947407,-21.231022,28.878038,513.007751
12909,107.575000,0.258976,0.095257,0.162502,-0.947339,-21.282209,29.003265,513.017334
12910,107.583333,0.261305,0.093401,0.164597,-0.946522,-21.224691,29.097145,512.976379
12911,107.591667,0.263787,0.093624,0.169609,-0.944925,-21.127684,29.147253,512.873291
12912,107.600000,0.265344,0.092561,0.172237,-0.944118,-20.936291,29.094681,512.716980
12913,107.608333,0.269841,0.091666,0.173266,-0.942742,-20.651415,29.085440,512.545227
12914,107.616667,0.274097,0.090949,0.180041,-0.940311,-20.419254,29.117731,512.441284
12915,107.625000,0.277558,0.090476,0.182062,-0.938951,-20.194813,29.213629,512.340210
12916,107.633333,0.279679,0.087058,0.180343,-0.938976,-20.034895,29.298395,512.231323
12917,107.641667,0.279890,0.086435,0.182383,-0.938577,-19.856239,29.467955,512.248962
12918,107.650000,0.277345,0.083509,0.183230,-0.939432,-19.681765,29.626602,512.262268
12919,107.658333,0.276902,0.074851,0.185366,-0.939873,-19.527357,29.749197,512.213867
12920,107.666667,0.268742,0.070062,0.182898,-0.943089,-19.389980,29.881683,512.248962
12921,107.675000,0.268101,0.065361,0.189055,-0.942395,-19.182455,30.111927,512.292358
12922,107.683333,0.266143,0.054841,0.191313,-0.943165,-19.069462,30.242401,512.310547
12923,107.691667,0.258966,0.058491,0.208964,-0.941196,-18.981030,30.259636,512.407288
12924,107.700000,0.266206,0.038651,0.200761,-0.941985,-18.697170,30.400494,512.221558
12925,107.708333,0.270561,0.032223,0.204045,-0.940279,-18.543280,30.343666,512.122803
12926,107.716667,0.275693,0.029126,0.202982,-0.939118,-18.334742,30.250145,511.963501
12927,107.725000,0.275082,0.034552,0.206396,-0.938369,-18.134537,30.124737,511.784943
12928,107.733333,0.288869,0.029942,0.207247,-0.934188,-17.929804,29.959917,511.568390
12929,107.741667,0.296248,0.026824,0.207318,-0.931953,-17.745249,29.761282,511.371613
12930,107.750000,0.294291,0.033715,0.212774,-0.931120,-17.652439,29.626060,511.298218
12931,107.758333,0.302203,0.026462,0.215460,-0.928197,-17.429379,29.510727,511.129272
12932,107.766667,0.308423,0.019407,0.217075,-0.925947,-17.270586,29.509741,510.979279
12933,107.775000,0.310802,0.014143,0.218308,-0.924956,-17.158903,29.485958,510.888397
12934,107.783333,0.299619,0.019314,0.227478,-0.926342,-17.132877,29.484484,510.868225
12935,107.791667,0.303885,0.009330,0.219412,-0.927052,-17.093496,29.477715,510.781281
12936,107.800000,0.311504,-0.002628,0.218207,-0.924848,-16.976851,29.511478,510.662354
12937,107.808333,0.312750,-0.006960,0.218110,-0.924428,-16.977417,29.545847,510.616638
12938,107.816667,0.315033,-0.011631,0.217172,-0.923826,-16.992273,29.586468,510.605347
12939,107.825000,0.317528,-0.016497,0.217350,-0.922856,-17.044527,29.628967,510.612976
12940,107.833333,0.319665,-0.019449,0.216101,-0.922354,-17.079947,29.642197,510.622803
12941,107.841667,0.313091,-0.016410,0.214674,-0.924997,-17.069916,29.695051,510.664429
12942,107.850000,0.316439,-0.019424,0.214093,-0.923933,-17.134344,29.668108,510.713959
12943,107.858333,0.322679,-0.024696,0.213008,-0.921898,-17.226297,29.637047,510.775146
12944,107.866667,0.319160,-0.023909,0.215332,-0.922604,-17.234201,29.665932,510.868011
12945,107.875000,0.310918,-0.016842,0.217811,-0.924989,-17.346661,29.678791,511.088837
12946,107.883333,0.313571,-0.022955,0.215764,-0.924442,-17.241045,29.769861,511.177307
12947,107.891667,0.305562,-0.018598,0.213739,-0.927686,-17.384600,29.774958,511.468872
12948,107.900000,0.309278,-0.025296,0.208808,-0.927419,-17.281046,29.918156,511.609650
12949,107.908333,0.298758,-0.016513,0.214595,-0.929742,-17.400616,29.979229,511.906006
12950,107.916667,0.299419,-0.020623,0.209502,-0.930608,-17.249521,30.127754,512.037231
12951,107.925000,0.287975,-0.013264,0.220516,-0.931808,-17.205730,30.231174,512.249023
12952,107.933333,0.286654,-0.012956,0.212890,-0.933991,-17.240341,30.264118,512.460693
12953,107.941667,0.288165,-0.009487,0.214013,-0.933311,-17.128855,30.405605,512.681763
12954,107.950000,0.284155,-0.001717,0.216583,-0.933994,-17.118996,30.463257,512.904907
12955,107.958333,0.285806,0.000098,0.214544,-0.933963,-17.030590,30.498337,513.020630
12956,107.966667,0.287354,0.002664,0.209963,-0.934525,-16.981823,30.512943,513.141174
12957,107.975000,0.287109,0.007131,0.211416,-0.934249,-16.943800,30.518675,513.263916
12958,107.983333,0.286963,0.008051,0.210823,-0.934420,-16.922232,30.541224,513.341309
12959,107.991667,0.287233,0.006953,0.210440,-0.934432,-16.936756,30.554056,513.404541
12960,108.000000,0.289022,0.004899,0.212606,-0.933403,-17.026894,30.566422,513.481262
12961,108.008333,0.285329,0.003596,0.211458,-0.934805,-17.098866,30.601696,513.506348
12962,108.016667,0.282841,0.000218,0.209752,-0.935951,-17.204275,30.624760,513.524475
12963,108.025000,0.281651,-0.001796,0.207699,-0.936766,-17.319624,30.654638,513.553223
12964,108.033333,0.280704,-0.002807,0.204988,-0.937645,-17.442455,30.682833,513.563293
12965,108.041667,0.267322,0.009323,0.209964,-0.940408,-17.590725,30.730556,513.629639
12966,108.050000,0.265588,0.010092,0.206029,-0.941761,-17.693672,30.770515,513.638611
12967,108.058333,0.279312,-0.001171,0.196677,-0.939841,-17.777031,30.758205,513.575806
12968,108.066667,0.276678,0.003534,0.197886,-0.940361,-17.831785,30.821375,513.609192
12969,108.075000,0.276867,0.004827,0.197180,-0.940448,-17.905025,30.843824,513.629456
12970,108.083333,0.278258,0.006292,0.194702,-0.940545,-17.986124,30.865557,513.656921
12971,108.091667,0.279028,0.009275,0.194442,-0.940345,-18.018080,30.863556,513.669556
12972,108.100000,0.281033,0.011781,0.193830,-0.939847,-18.029564,30.860191,513.667725
12973,108.108333,0.283050,0.013048,0.194206,-0.939147,-18.026554,30.824619,513.645386
12974,108.116667,0.284612,0.014564,0.195359,-0.938413,-18.008711,30.792988,513.612915
12975,108.125000,0.285207,0.017634,0.195676,-0.938114,-17.971819,30.793213,513.580627
12976,108.133333,0.285841,0.021824,0.192472,-0.938495,-17.934544,30.802870,513.599426
12977,108.141667,0.287114,0.023897,0.193350,-0.937875,-17.912106,30.823172,513.608459
12978,108.150000,0.285122,0.027295,0.192922,-0.938478,-17.872379,30.860510,513.628845
12979,108.158333,0.283058,0.030949,0.193388,-0.938894,-17.831934,30.884180,513.646606
12980,108.166667,0.281786,0.034147,0.193959,-0.939048,-17.798468,30.888817,513.649963
12981,108.175000,0.278186,0.039375,0.198485,-0.938971,-17.723667,30.914364,513.627441
12982,108.183333,0.277879,0.041587,0.198842,-0.938891,-17.696278,30.898472,513.609070
12983,108.191667,0.278074,0.043691,0.199172,-0.938667,-17.680511,30.890888,513.582642
12984,108.200000,0.279308,0.044986,0.196388,-0.938827,-17.665199,30.865791,513.547363
12985,108.208333,0.279778,0.048998,0.196230,-0.938519,-17.670780,30.845058,513.526978
12986,108.216667,0.278985,0.054474,0.196547,-0.938387,-17.700033,30.805748,513.522034
12987,108.225000,0.281756,0.058483,0.197437,-0.937130,-17.718632,30.773840,513.539917
12988,108.233333,0.281238,0.062952,0.199081,-0.936648,-17.725498,30.774441,513.567200
12989,108.241667,0.283287,0.062748,0.197317,-0.936417,-17.718536,30.819145,513.596924
12990,108.250000,0.282419,0.065031,0.195478,-0.936909,-17.756371,30.854670,513.650696
12991,108.258333,0.278124,0.070490,0.194290,-0.938045,-17.836737,30.884445,513.753540
12992,108.266667,0.276400,0.073622,0.191504,-0.938887,-17.930075,30.925968,513.874451
12993,108.275000,0.273330,0.077110,0.189045,-0.940004,-17.961145,31.043804,513.998108
12994,108.283333,0.269281,0.083438,0.184953,-0.941445,-18.031050,31.147770,514.174438
12995,108.291667,0.265853,0.085749,0.181787,-0.942827,-18.235086,31.217930,514.311035
12996,108.300000,0.258055,0.093092,0.174626,-0.945647,-18.403133,31.315010,514.511780
12997,108.308333,0.257915,0.095092,0.174243,-0.945556,-18.509447,31.455219,514.644775
12998,108.316667,0.255600,0.098328,0.170382,-0.946557,-18.719318,31.539526,514.795898
12999,108.325000,0.251477,0.103907,0.168640,-0.947377,-18.952618,31.618414,514.973694
13000,108.333333,0.243553,0.109785,0.160689,-0.950162,-19.191259,31.705877,515.149475
13001,108.341667,0.243345,0.113988,0.161840,-0.949525,-19.398466,31.803734,515.310364
13002,108.350000,0.240315,0.120616,0.161295,-0.949571,-19.667400,31.847454,515.474731
13003,108.358333,0.236837,0.126326,0.159062,-0.950079,-19.856813,31.892691,515.593933
13004,108.366667,0.236745,0.130461,0.152983,-0.950541,-19.959839,31.931332,515.716003
13005,108.375000,0.237776,0.134712,0.152000,-0.949848,-20.084801,31.959057,515.818787
13006,108.383333,0.232751,0.140335,0.151141,-0.950415,-20.268484,31.912766,515.934387
13007,108.391667,0.229034,0.141553,0.143334,-0.952345,-20.381563,31.988626,515.989502
13008,108.400000,0.228615,0.148548,0.147444,-0.950752,-20.544275,31.963495,516.136047
13009,108.408333,0.231454,0.143698,0.138240,-0.952192,-20.660994,32.038055,516.169373
13010,108.416667,0.226937,0.152279,0.140324,-0.951641,-20.842600,32.053909,516.268188
13011,108.425000,0.222413,0.162388,0.139741,-0.951123,-21.045286,32.062675,516.414612
13012,108.433333,0.218783,0.167611,0.131706,-0.952205,-21.251923,32.092949,516.480225
13013,108.441667,0.220182,0.172955,0.129937,-0.951169,-21.413759,32.148914,516.570251
13014,108.450000,0.218956,0.179845,0.122923,-0.951107,-21.607416,32.191723,516.689270
13015,108.458333,0.212991,0.189492,0.118952,-0.951093,-21.911196,32.256897,516.820435
13016,108.466667,0.204608,0.202559,0.118056,-0.950352,-22.175749,32.279526,517.012207
13017,108.475000,0.198850,0.214058,0.115645,-0.949349,-22.460564,32.326241,517.193359
13018,108.483333,0.200695,0.210864,0.102510,-0.951183,-22.590509,32.405041,517.222229
13019,108.491667,0.200933,0.220705,0.106882,-0.948415,-22.885727,32.369949,517.465210
13020,108.500000,0.198065,0.227142,0.102747,-0.947956,-23.154064,32.378555,517.679321
13021,108.508333,0.189180,0.231856,0.099247,-0.949002,-23.485950,32.327553,517.867371
13022,108.516667,0.181377,0.238152,0.100314,-0.948853,-23.792772,32.346134,518.045532
13023,108.525000,0.187760,0.235405,0.098253,-0.948513,-23.952785,32.356148,518.223450
13024,108.533333,0.173605,0.240572,0.096692,-0.950072,-24.406857,32.250683,518.462769
13025,108.541667,0.175359,0.235470,0.092624,-0.951433,-24.601269,32.317505,518.625610
13026,108.550000,0.162140,0.244763,0.091497,-0.951541,-24.994778,32.250847,518.898438
13027,108.558333,0.159255,0.242669,0.084441,-0.953215,-25.290770,32.243126,519.113953
13028,108.566667,0.158072,0.240083,0.078885,-0.954542,-25.572306,32.227360,519.300842
13029,108.575000,0.146942,0.246015,0.076416,-0.955011,-25.966322,32.145996,519.586487
13030,108.583333,0.147531,0.247218,0.073120,-0.954867,-26.259607,32.111141,519.851685
13031,108.591667,0.132489,0.253699,0.075921,-0.955154,-26.731153,32.002918,520.145813
13032,108.600000,0.132143,0.249699,0.068033,-0.956849,-26.966253,32.002449,520.372620
13033,108.608333,0.130449,0.250428,0.063225,-0.957221,-27.346775,31.899837,520.681580
13034,108.616667,0.123894,0.251959,0.060181,-0.957886,-27.652349,31.837357,520.942688
13035,108.625000,0.114352,0.261313,0.059542,-0.956605,-28.035999,31.659943,521.308044
13036,108.633333,0.117144,0.257987,0.056027,-0.957382,-28.175655,31.589535,521.515625
13037,108.641667,0.116690,0.260400,0.054626,-0.956865,-28.360895,31.433491,521.834351
13038,108.650000,0.109661,0.259466,0.053792,-0.957997,-28.551006,31.354666,522.071350
13039,108.658333,0.105508,0.258934,0.051062,-0.958757,-28.717964,31.263247,522.379761
13040,108.666667,0.100859,0.260884,0.054725,-0.958526,-28.977093,31.235859,522.731628
13041,108.675000,0.093853,0.255772,0.048248,-0.960960,-29.188705,31.199142,523.046387
13042,108.683333,0.084491,0.258919,0.052913,-0.960741,-29.388260,31.190187,523.425720
13043,108.691667,0.078739,0.254991,0.044448,-0.962707,-29.689499,31.217018,523.750305
13044,108.700000,0.070859,0.254365,0.042688,-0.963564,-29.987574,31.281153,524.090210
13045,108.708333,0.062060,0.257742,0.038153,-0.963464,-30.322153,31.345282,524.433960
13046,108.716667,0.054018,0.258871,0.034837,-0.963771,-30.572773,31.336376,524.801575
13047,108.725000,0.041601,0.262548,0.032430,-0.963476,-30.903711,31.323391,525.118652
